cell,axis,level,arm,n,n_bootstrap,min_nuisance,max_updates,procedure,type,event,time,group,reps,reps_with_ci,missing_ci,reps_attempted,reps_failed,completion,truth,bias,bias_mc_se,emp_sd,std_bias,mean_se,se_ratio,rmse,coverage,coverage_mc_se,mean_width,median_width,frac_outside_support,excludes_null,miss_left,miss_right,mean_eff_b,min_eff_b
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_convfilter,rd,1,3.11961,-1,250,250,0,250,0,1.0,-0.10970149312307753,0.0010418793903318212,0.0035823661216849772,0.05664218178574221,0.018394054704193613,0.05199605610598864,0.9179741045758397,0.05653838451073101,0.912,0.01791714262933685,0.2038207946117234,0.20308742275448663,0.0,0.544,0.052,0.036,99.988,98.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,bca_convfilter,rd,1,3.11961,-1,250,250,0,250,0,1.0,-0.10970149312307753,0.0010418793903318212,0.0035823661216849772,0.05664218178574221,0.018394054704193613,0.05178652629924681,0.9142749213852202,0.05653838451073101,0.912,0.01791714262933685,0.20299945286192014,0.2024570487773257,0.0,0.572,0.048,0.04,99.988,98.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_dropmode1,rd,1,3.11961,-1,250,243,7,250,0,1.0,-0.10970149312307753,0.0010418793903318212,0.0035823661216849772,0.05664218178574221,0.018394054704193613,0.05135474007376079,0.9066518706503577,0.05653838451073101,0.9300411522633745,0.016363238855543753,0.20130688195997398,0.2018737202708924,0.0,0.5679012345679012,0.037037037037037035,0.03292181069958848,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_dropmode1,rd,1,3.11961,-1,250,243,7,250,0,1.0,-0.10970149312307753,0.0010418793903318212,0.0035823661216849772,0.05664218178574221,0.018394054704193613,0.05135474007376079,0.9066518706503577,0.05653838451073101,0.9218106995884774,0.017222309881817444,0.20130688195997398,0.2018737202708924,0.0,0.551440329218107,0.04938271604938271,0.02880658436213992,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_strict,rd,1,3.11961,-1,250,243,7,250,0,1.0,-0.10970149312307753,0.0010418793903318212,0.0035823661216849772,0.05664218178574221,0.018394054704193613,0.05135474007376079,0.9066518706503577,0.05653838451073101,0.9300411522633745,0.016363238855543753,0.20130688195997398,0.2018737202708924,0.0,0.5679012345679012,0.037037037037037035,0.03292181069958848,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_strict,rd,1,3.11961,-1,250,243,7,250,0,1.0,-0.10970149312307753,0.0010418793903318212,0.0035823661216849772,0.05664218178574221,0.018394054704193613,0.05135474007376079,0.9066518706503577,0.05653838451073101,0.9218106995884774,0.017222309881817444,0.20130688195997398,0.2018737202708924,0.0,0.551440329218107,0.04938271604938271,0.02880658436213992,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,wald,rd,1,8.608445,-1,250,250,0,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06630697248674843,0.9338572615156617,0.07086193436983748,0.936,0.01547953487673321,0.25991855599583036,0.26107358906932354,0.0,0.74,0.016,0.048,,
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_all,rd,1,8.608445,-1,250,250,0,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06457273853395039,0.9094325757058682,0.07086193436983748,0.928,0.01634821091128934,0.253120483819329,0.24948544369721298,0.0,0.732,0.016,0.056,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_all,rd,1,8.608445,-1,250,250,0,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06457273853395037,0.909432575705868,0.07086193436983748,0.94,0.015019986684414876,0.25312048381932895,0.24948544369721296,0.0,0.744,0.02,0.04,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_convfilter,rd,1,8.608445,-1,250,250,0,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06456827033554662,0.9093696462827809,0.07086193436983748,0.928,0.01634821091128934,0.25310296880343464,0.24948544369721298,0.0,0.732,0.016,0.056,99.984,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_convfilter,rd,1,8.608445,-1,250,250,0,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.0645682703355466,0.9093696462827807,0.07086193436983748,0.94,0.015019986684414876,0.2531029688034346,0.24948544369721296,0.0,0.744,0.02,0.04,99.984,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,bca_convfilter,rd,1,8.608445,-1,250,250,0,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06437327790378876,0.9066234026901623,0.07086193436983748,0.932,0.01592180894245374,0.2523386125164281,0.24885148571107685,0.0,0.74,0.016,0.052,99.984,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_dropmode1,rd,1,8.608445,-1,250,243,7,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06398311748006581,0.9011284429418113,0.07086193436983748,0.9218106995884774,0.017222309881817444,0.25080921175904836,0.24665195957002936,0.0,0.7283950617283951,0.0205761316872428,0.05761316872427984,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_dropmode1,rd,1,8.608445,-1,250,243,7,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06398311748006581,0.9011284429418113,0.07086193436983748,0.934156378600823,0.015909755647858428,0.25080921175904836,0.2466519595700294,0.0,0.7613168724279835,0.0205761316872428,0.04526748971193416,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_strict,rd,1,8.608445,-1,250,243,7,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06398311748006581,0.9011284429418113,0.07086193436983748,0.9218106995884774,0.017222309881817444,0.25080921175904836,0.24665195957002936,0.0,0.7283950617283951,0.0205761316872428,0.05761316872427984,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_strict,rd,1,8.608445,-1,250,243,7,250,0,1.0,-0.1779251251697183,-0.0003274003318660521,0.004490644693771059,0.07100332697432946,-0.004611056211273317,0.06398311748006581,0.9011284429418113,0.07086193436983748,0.934156378600823,0.015909755647858428,0.25080921175904836,0.2466519595700294,0.0,0.7613168724279835,0.0205761316872428,0.04526748971193416,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,wald,rd,2,0.477676,-1,250,250,0,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.025059688465957637,1.0090460555427962,0.02481458549997177,0.956,0.012971353052014278,0.09823217371414152,0.09849078848146214,0.0,0.056,0.024,0.02,,
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_all,rd,2,0.477676,-1,250,250,0,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.0238770839135009,0.9614276479738249,0.02481458549997177,0.932,0.01592180894245374,0.0935964490526049,0.09369324637308235,0.0,0.084,0.036,0.032,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_all,rd,2,0.477676,-1,250,250,0,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.0238770839135009,0.9614276479738249,0.02481458549997177,0.964,0.011782020200288238,0.0935964490526049,0.09369324637308235,0.0,0.052,0.008,0.028,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_convfilter,rd,2,0.477676,-1,250,247,3,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.02343101673640906,0.9434664380344806,0.02481458549997177,0.9392712550607287,0.01519652161315736,0.091847897849034,0.09147588265171075,0.0,0.06477732793522267,0.02834008097165992,0.032388663967611336,92.696,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_convfilter,rd,2,0.477676,-1,250,247,3,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.02343101673640906,0.9434664380344806,0.02481458549997177,0.9392712550607287,0.01519652161315736,0.091847897849034,0.09147588265171075,0.0,0.0931174089068826,0.024291497975708502,0.03643724696356275,92.696,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,bca_convfilter,rd,2,0.477676,-1,250,247,3,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.023458918046426226,0.9445899039887977,0.02481458549997177,0.8987854251012146,0.019191152727849832,0.09195726897454426,0.09146273042237033,0.0,0.11740890688259109,0.05263157894736842,0.048582995951417005,92.696,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_dropmode1,rd,2,0.477676,-1,250,243,7,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.023217545480036947,0.9348708671235867,0.02481458549997177,0.934156378600823,0.015909755647858428,0.09101110590058627,0.0903721581169156,0.0,0.06584362139917696,0.02880658436213992,0.037037037037037035,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_dropmode1,rd,2,0.477676,-1,250,243,7,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.023217545480036947,0.9348708671235867,0.02481458549997177,0.9465020576131687,0.01443531229087221,0.09101110590058627,0.0903721581169156,0.0,0.09465020576131687,0.0205761316872428,0.03292181069958848,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_strict,rd,2,0.477676,-1,250,243,7,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.023217545480036947,0.9348708671235867,0.02481458549997177,0.934156378600823,0.015909755647858428,0.09101110590058627,0.0903721581169156,0.0,0.06584362139917696,0.02880658436213992,0.037037037037037035,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_strict,rd,2,0.477676,-1,250,243,7,250,0,1.0,0.00818692771921286,-0.0012050238413120304,0.0015707051738891816,0.024835029410503244,-0.04852113606929739,0.023217545480036947,0.9348708671235867,0.02481458549997177,0.9465020576131687,0.01443531229087221,0.09101110590058627,0.0903721581169156,0.0,0.09465020576131687,0.0205761316872428,0.03292181069958848,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,wald,rd,2,3.11961,-1,250,250,0,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.05379710953276447,1.064446182105494,0.050454135356537116,0.964,0.011782020200288238,0.21088079431314957,0.21076976957381266,0.0,0.156,0.028,0.008,,
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_all,rd,2,3.11961,-1,250,250,0,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.051871693431344366,1.0263493059736482,0.050454135356537116,0.964,0.011782020200288238,0.2033333018850757,0.20254714971606502,0.0,0.18,0.032,0.004,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_all,rd,2,3.11961,-1,250,250,0,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.051871693431344366,1.0263493059736482,0.050454135356537116,0.96,0.01239354670786374,0.2033333018850757,0.20254714971606502,0.0,0.18,0.028,0.012,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_convfilter,rd,2,3.11961,-1,250,250,0,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.05187176043088536,1.0263506316472062,0.050454135356537116,0.964,0.011782020200288238,0.20333356451845036,0.20254714971606502,0.0,0.18,0.032,0.004,99.996,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_convfilter,rd,2,3.11961,-1,250,250,0,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.05187176043088536,1.0263506316472062,0.050454135356537116,0.96,0.01239354670786374,0.20333356451845036,0.20254714971606502,0.0,0.18,0.028,0.012,99.996,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,bca_convfilter,rd,2,3.11961,-1,250,250,0,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.05152882117427705,1.0195651298691137,0.050454135356537116,0.956,0.012971353052014278,0.2019892673347759,0.20200652202367536,0.0,0.196,0.036,0.008,99.996,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_dropmode1,rd,2,3.11961,-1,250,243,7,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.051348732337306066,1.0160018366621277,0.050454135356537116,0.9588477366255144,0.012742908072597769,0.20128333206581425,0.20048845058365466,0.0,0.18518518518518517,0.03292181069958848,0.00823045267489712,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_dropmode1,rd,2,3.11961,-1,250,243,7,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.051348732337306066,1.0160018366621277,0.050454135356537116,0.9547325102880658,0.01333616391051813,0.20128333206581425,0.20048845058365466,0.0,0.18106995884773663,0.02880658436213992,0.01646090534979424,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_strict,rd,2,3.11961,-1,250,243,7,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.051348732337306066,1.0160018366621277,0.050454135356537116,0.9588477366255144,0.012742908072597769,0.20128333206581425,0.20048845058365466,0.0,0.18518518518518517,0.03292181069958848,0.00823045267489712,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_strict,rd,2,3.11961,-1,250,243,7,250,0,1.0,0.049985468677064826,0.0012431368757579696,0.0031964302285454995,0.0505399995200817,0.024597089188020633,0.051348732337306066,1.0160018366621277,0.050454135356537116,0.9547325102880658,0.01333616391051813,0.20128333206581425,0.20048845058365466,0.0,0.18106995884773663,0.02880658436213992,0.01646090534979424,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,wald,rd,2,8.608445,-1,250,250,0,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06723287014925969,0.9895576068861133,0.06782246673384772,0.94,0.015019986684414876,0.2635480081396141,0.26412755856836556,0.0,0.38,0.036,0.024,,
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_all,rd,2,8.608445,-1,250,250,0,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06579886156706337,0.9684513518994969,0.06782246673384772,0.944,0.014541526742402262,0.2579267977903619,0.25664546272829775,0.0,0.384,0.036,0.02,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_all,rd,2,8.608445,-1,250,250,0,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06579886156706337,0.9684513518994969,0.06782246673384772,0.932,0.01592180894245374,0.2579267977903619,0.25664546272829775,0.0,0.424,0.044,0.024,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_convfilter,rd,2,8.608445,-1,250,250,0,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06578822358867076,0.9682947783006468,0.06782246673384772,0.944,0.014541526742402262,0.2578850976813262,0.25664546272829775,0.0,0.384,0.036,0.02,99.988,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_convfilter,rd,2,8.608445,-1,250,250,0,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06578822358867076,0.9682947783006468,0.06782246673384772,0.932,0.01592180894245374,0.2578850976813262,0.25664546272829775,0.0,0.424,0.044,0.024,99.988,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,bca_convfilter,rd,2,8.608445,-1,250,250,0,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06562499932185394,0.9658923847318699,0.06782246673384772,0.944,0.014541526742402262,0.25724527031259836,0.25652013283830755,0.0,0.4,0.04,0.016,99.988,99.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_dropmode1,rd,2,8.608445,-1,250,243,7,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06477308259674319,0.9533535674257619,0.06782246673384772,0.934156378600823,0.015909755647858428,0.25390581811450963,0.253258044577869,0.0,0.4074074074074074,0.037037037037037035,0.02880658436213992,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_dropmode1,rd,2,8.608445,-1,250,243,7,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06477308259674319,0.9533535674257619,0.06782246673384772,0.9176954732510288,0.01763023166093126,0.25390581811450963,0.253258044577869,0.0,0.43621399176954734,0.05761316872427984,0.024691358024691357,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_strict,rd,2,8.608445,-1,250,243,7,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06477308259674319,0.9533535674257619,0.06782246673384772,0.934156378600823,0.015909755647858428,0.25390581811450963,0.253258044577869,0.0,0.4074074074074074,0.037037037037037035,0.02880658436213992,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_strict,rd,2,8.608445,-1,250,243,7,250,0,1.0,0.11310559574226803,0.0014793924709612502,0.004297051567741104,0.06794235088629602,0.02177423141329135,0.06477308259674319,0.9533535674257619,0.06782246673384772,0.9176954732510288,0.01763023166093126,0.25390581811450963,0.253258044577869,0.0,0.43621399176954734,0.05761316872427984,0.024691358024691357,83.32,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,wald,risk,1,0.477676,0,250,250,0,250,0,1.0,0.050726834965587005,0.0009020895477511508,0.0013068391147172697,0.020662940689523217,0.04365736519819464,0.020531246026498876,0.9936265285274174,0.020641294896860545,0.932,0.01592180894245374,0.08048100553933778,0.08257242358299785,0.192,,0.008,0.06,,
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,wald,risk,1,0.477676,1,250,250,0,250,0,1.0,0.02808586590889629,0.0009860451745185976,0.0009158104257362635,0.014480234251275393,0.06809594081198987,0.014223061492580161,0.982239737684314,0.014484845885342141,0.92,0.01715808847162177,0.05575337655071125,0.05586020374638531,0.552,,0.004,0.076,,
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_all,risk,1,0.477676,0,250,250,0,250,0,1.0,0.050726834965587005,0.0009020895477511508,0.0013068391147172697,0.020662940689523217,0.04365736519819464,0.019510123067323425,0.9442084435356141,0.020641294896860545,0.908,0.018279606122671238,0.07647827709179608,0.07730582209799507,0.0,,0.032,0.06,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_all,risk,1,0.477676,1,250,250,0,250,0,1.0,0.02808586590889629,0.0009860451745185976,0.0009158104257362635,0.014480234251275393,0.06809594081198987,0.012983555250079817,0.8966398626414659,0.014484845885342141,0.912,0.01791714262933685,0.050894601362884755,0.05127784218365241,0.0,,0.02,0.068,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_all,risk,1,0.477676,0,250,250,0,250,0,1.0,0.050726834965587005,0.0009020895477511508,0.0013068391147172697,0.020662940689523217,0.04365736519819464,0.019510123067323425,0.9442084435356141,0.020641294896860545,0.896,0.019306372005117894,0.07647827709179608,0.07730582209799507,0.256,,0.004,0.1,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,basic_all,risk,1,0.477676,1,250,250,0,250,0,1.0,0.02808586590889629,0.0009860451745185976,0.0009158104257362635,0.014480234251275393,0.06809594081198987,0.012983555250079817,0.8966398626414659,0.014484845885342141,0.856,0.022204864331943127,0.050894601362884755,0.05127784218365242,0.568,,0.0,0.144,100.0,100.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_convfilter,risk,1,0.477676,0,250,249,1,250,0,1.0,0.050726834965587005,0.0009020895477511508,0.0013068391147172697,0.020662940689523217,0.04365736519819464,0.019232622963625517,0.930778597906787,0.020641294896860545,0.9156626506024096,0.017610758040805738,0.07539049667388803,0.07588409327812035,0.0,,0.0321285140562249,0.05220883534136546,97.696,0.0
BS12_n250_oracle,base,base,oracle,250,100,0.01,200,pct_convfilter,risk,1,0.477676,1,250,247,3,250,0,1.0,0.02808586590889629,0.0009860451745185976,0.0009158104257362635,0.014480234251275393,0.06809594081198987,0.012429909093300318,0.8584052493629731,0.014484845885342141,0.9311740890688259,0.016108049250940393,0.04872434830795108,0.04873898159977946,0.0,,0.020242914979757085,0.048582995951417005,92.224,0.0
